,Unnamed: 0,debias_point,debias_var,dim,dim_var,undebias_point,undebias_var,J,Q,K,truth,truth_stderr
0,0,0.012745707323191,3.762271659870997,-0.4436317917225021,106.77839076569144,0.0106183365,0.030244127,30,3000,5,0.0167058297179593,0.000362827938377
0,0,-0.0139402230720553,4.6000566936191305,4.855947574047033,114.25289419646364,-0.013230649,0.024477715,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,-0.0770013818122989,3.789873532823066,0.8738381313065373,125.64046202765644,-0.016797265,0.023531234,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,0.048569105068126,3.763338513072775,-1.5498124043063428,123.6326997041565,0.009342783,0.020330602,30,3000,5,0.017044423072998,0.0004497947269506
0,0,0.021035670659578,3.825417011662648,-1.1150340511539083,136.89366238764785,0.003997883,0.026289985,30,3000,5,0.016535996393059,0.0004163109683731
0,0,0.0129600560671001,3.7541983820852,1.3674231802163774,112.32264192518618,0.0028336493,0.036515992,30,3000,5,0.0167058297179593,0.000362827938377
0,0,-0.0224526538453783,4.094317494018484,2.265005413052504,104.6542444679512,0.01414958,0.03120779,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,0.0426281180958866,3.789728174702398,0.973963501979536,128.9925665420708,0.014510843,0.020843593,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,-0.0024985757619674,4.169335182346838,-3.40599448171588,117.04290639399954,0.023111058,0.012045375,30,3000,5,0.017044423072998,0.0004497947269506
0,0,-0.0024985757619674,4.169335182346838,-3.40599448171588,117.04290639399954,0.023111058,0.012045375,30,3000,5,0.017044423072998,0.0004497947269506
0,0,0.0201532643654334,3.426780288266914,-0.3094533014091563,121.30130948333472,0.023580292,0.024001302,30,3000,5,0.0167058297179593,0.000362827938377
0,0,-0.0449790990480098,3.6868079227551935,2.42101155329615,121.80703680807709,-0.017675258,0.02113094,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,-0.0401496640263125,3.6751155107045865,1.085424879785819,122.34561741737086,-0.018687218,0.028180396,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,-0.0181328828141127,4.263330515637947,0.325522431100941,141.8242833364399,0.0181774,0.019969555,30,3000,5,0.017044423072998,0.0004497947269506
0,0,-0.0181328828141127,4.263330515637947,0.325522431100941,141.8242833364399,0.0181774,0.019969555,30,3000,5,0.017044423072998,0.0004497947269506
0,0,0.0600846322033368,5.251386012836622,-3.591129668941965,110.79694692053856,0.04590765,0.02100085,30,3000,5,0.0167058297179593,0.000362827938377
0,0,0.0640762451530728,3.797159954545545,0.3472432867724691,127.69397652053108,0.046322975,0.028645575,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,-0.000930462477536,4.463639814944675,-1.4051136489858551,128.90388936611092,0.012630627,0.021393068,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,-0.0153051585505118,3.5401742559843563,1.774037422065197,112.89313761462252,-0.0016472979,0.038343627,30,3000,5,0.017044423072998,0.0004497947269506
0,0,0.0244420565858349,4.5480978940270615,-0.2280635778312252,122.69819535649653,0.011404461,0.024814928,30,3000,5,0.0167058297179593,0.000362827938377
0,0,0.0654005142814506,3.237519127263092,2.3177317645338724,110.94072196860452,0.06730076,0.027515182,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,0.0488627340660247,3.617975177517417,0.4414663171270652,131.42690345379324,0.02893576,0.014685213,30,3000,5,0.017044423072998,0.0004497947269506
0,0,-0.0059639898969371,3.522120011757149,1.9380767012133564,123.63479800749508,-0.0013519069,0.027580032,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,0.0153488814330365,3.615998996259961,-0.1601558842271471,129.66185778769955,0.017743714,0.031403106,30,3000,5,0.0167058297179593,0.000362827938377
0,0,-0.0264349129237935,3.669135424435269,-0.8406846700686756,116.78290485226194,0.017292015,0.025190396,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,0.0344070225357716,5.414700597775023,-3.611574020435577,115.4319117962426,0.0019527789,0.027260138,30,3000,5,0.017044423072998,0.0004497947269506
0,0,-0.009480030130194,3.903878281245992,-2.3159369215482144,116.35711389059554,-0.0018859716,0.024978587,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,0.0389899542213231,4.549209793069873,-2.6368245486409183,119.69904206933344,0.031943467,0.019560123,30,3000,5,0.0167058297179593,0.000362827938377
0,0,0.0849940168448276,4.423573026547336,-1.895684180506053,129.76704012125276,0.0219713,0.020304896,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,0.0031904975199606,4.017493378127811,0.0288611294997016,130.6478035379799,0.021325953,0.022372708,30,3000,5,0.017044423072998,0.0004497947269506
0,0,0.0576626857346759,3.8906348356461735,-1.0092074010823686,123.6619764305918,0.007864667,0.041560236,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,-0.0214559449363703,4.076446308529498,0.6081657524209096,123.45674917859183,-0.003091899,0.04223753,30,3000,5,0.0167058297179593,0.000362827938377
0,0,0.0390399507583818,3.468367293017162,-1.678307916862524,122.04156738014412,0.022259802,0.037307378,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,0.027718576728086,3.5207271772159587,-0.1510289861674678,136.23459543677333,0.034665424,0.019929038,30,3000,5,0.017044423072998,0.0004497947269506
0,0,-0.0486860597222869,3.1463718189023537,0.6781146606973509,127.0663320953254,-0.016824238,0.014748182,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,0.008874332897091,3.4566477129065487,1.2640241728120445,123.2918036903046,0.033563018,0.026914692,30,3000,5,0.0167058297179593,0.000362827938377
0,0,-0.000572961920126,4.013609713765729,-0.1534766057119911,127.32327010399035,0.05534962,0.0271667,30,3000,5,0.017044423072998,0.0004497947269506
0,0,0.0157083322386266,3.1294427718589524,3.0795320996016744,121.74922215748074,0.0035305403,0.026349524,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,-0.010108710609319,3.155198760732389,0.7887761214472251,119.00267812815837,-0.01522502,0.043731097,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,-0.009096136587283,4.189012422656206,-1.3859339939821016,133.16824887288132,0.013717572,0.04432957,30,3000,5,0.0167058297179593,0.000362827938377
0,0,-0.0273829705375038,4.042055522615986,0.8941290630050927,122.76273125840714,-0.004312064,0.028482856,30,3000,5,0.017044423072998,0.0004497947269506
0,0,-0.0084606608390917,3.687304949206071,-0.0015756477855628,126.79952403754484,-0.014077126,0.019548474,30,3000,5,0.0163932180126043,0.0004362708951907
0,0,0.0277229590879265,3.388543392834669,-0.0280453218680296,126.45376777494594,0.00964243,0.03160006,30,3000,5,0.0169189980414989,0.0004305118198155
0,0,-0.0123653742359343,3.5358232878173337,2.160153007077078,117.42966331970877,-0.002665423,0.023386404,30,3000,5,0.0167058297179593,0.000362827938377
0,0,0.0099056699885372,3.2947555201027883,2.2467081102081274,115.40910798697624,0.023944864,0.029668974,30,3000,5,0.017044423072998,0.0004497947269506
0,0,-0.0193602915735709,3.346796277378998,0.7344042247151785,119.18615742341238,-0.022631774,0.026681388,30,3000,5,0.0163932180126043,0.0004362708951907
