,Unnamed: 0,debias_point,debias_var,dim,dim_var,undebias_point,undebias_var,J,Q,K
0,0,0.0590043488762841,4.237909990884081,-0.490041722377434,0.2932965716636251,0.04289182579538142,1.8752564071533253,30,800,5
1,1,0.0729434833025306,6.006127132818683,-0.1117380967007584,0.2810702210721781,0.04222998574761094,2.0635872801667143,30,800,5
2,2,-0.0169606086543607,4.58559625322357,-0.5004380738820853,0.2492317415109813,-0.08873619950748424,2.048872534832302,30,800,5
3,3,-0.0185294301681931,4.300829194330864,-0.7110645525892139,0.2755902996231767,-0.004488022228251842,1.8970396100818856,30,800,5
4,4,-0.083966565942496,4.619201207646729,-0.0897470882933406,0.273093853651943,-0.07034512205569443,1.7907042864980582,30,800,5
5,5,0.059765522736072,4.611905510264582,-0.5176928440524513,0.3589588751234244,0.014116073032978349,2.049736803166772,30,800,5
6,6,0.0165561402711773,4.271946379949323,-0.5592678819849901,0.3166894633966316,0.04926038403282296,2.0779934290362934,30,800,5
7,7,0.1396549808313294,3.685060440882484,-0.0893958505385645,0.2416164937276447,0.0721288834028675,1.9887190452047925,30,800,5
8,8,-0.1554146730342273,4.315282466380515,-0.5608384514844618,0.2492516545668046,-0.0316693484212468,1.903614377234248,30,800,5
9,9,-0.0591575402162206,5.087761455997924,-0.2765025028917849,0.2814191926358241,-0.024150354340753966,1.940171997355031,30,800,5
10,10,-0.0742759121581513,5.55387904342561,-0.1921233698413864,0.2309782467131574,-0.00802388618201555,1.7889801952688156,30,800,5
11,11,0.1099257695662709,4.243589335924107,-0.3998066758636076,0.3175542132431282,0.006213954932540622,1.821913200448017,30,800,5
12,12,0.1908478768766481,5.092755232222736,-0.6342905203472942,0.2658119813336692,0.044796452604289216,2.0814833700106607,30,800,5
13,13,-0.0253157075312207,4.881250856956201,-0.0932541385582288,0.2674966447173174,0.014772334681574906,1.9334422351078224,30,800,5
14,14,-0.1720806408283796,4.821604197990593,-0.6454061095849237,0.2449568210021717,-0.02031156214190477,2.009979482368241,30,800,5
15,15,0.0399687147794887,4.812960019080083,-0.2271765085561954,0.2691592205782718,0.06068714135383124,1.9593544877126703,30,800,5
16,16,-0.0166022105139599,5.666644473992432,-0.6647700846704172,0.2987469929876285,0.0064762679679579715,2.0764896774874138,30,800,5
17,17,-0.0253445664593675,4.427232849659936,-0.6028722813323748,0.2835381827805017,0.08772310626922963,1.9366697960575288,30,800,5
18,18,-0.0075702250480178,5.139866254991954,-0.4528707960947491,0.2593372258315221,0.01931107560939682,2.0286353600877587,30,800,5
19,19,-0.0567652606226,5.372581415790127,0.0848236924376424,0.2907017698940744,0.0007991690362967319,1.9016700141807823,30,800,5
20,20,0.0494645509680531,4.546811872233093,-0.2615887640138199,0.2549575935664388,0.013894212060734601,1.9681056547340343,30,800,5
21,21,-0.063337267642332,5.328629417295349,-0.4660185593172885,0.2421247515462394,-0.011539577864846384,2.0049427599879084,30,800,5
22,22,0.0569640622847289,5.141074906549335,-0.4759230455008696,0.343904189403939,0.1079634342990301,2.1534539701018742,30,800,5
23,23,-0.1794885050372435,5.157069392886764,-0.4993756396402204,0.2460668642030287,-0.06930666013406639,2.180657711778092,30,800,5
24,24,-0.0136618500815094,5.688765217367504,-1.050060599371995,0.2474049663386813,-0.027594451957552946,1.8965978436287088,30,800,5
25,25,-0.1000287008214523,4.833047932843132,-1.1067983459432131,0.3362918618740739,0.030048312979382485,1.906919679747848,30,800,5
